システム監査を実施することになり監査チームを編成した。チームに参画する全ての監査人に対して、共通して求められる要件はどれか,監査対象からの独立性,艦さ対象システムの詳細な技術知識,監査対象となっている業務の実務経験,監査対象部署の問題点に対する改善能力,0,1
BCP(事業継続計画)の策定、運用に関する記述として、適切なものはどれか。,ITに依存する業務の復旧は、技術的に容易であることを基準に優先付けする。,計画の内容は、経営戦略上の重要事項となるので、上級管理者だけに周知する。,計画の内容は、自社組織が行う範囲に限定する。,自然災害に加え、情報システムの機器故障やマルウェア感染も検討範囲に含める。,3,2
CIOの果たすべき役割はどれか。,各部門の代表として、自部門のシステム化案を情報システム部門に提示する。,情報技術に関する調査、利用研究、関連部門への教育などを実施する。,全社的観点から情報化戦略を立案し、経営戦略との整合性の確認や評価を行う。,豊富な業務経験、情報技術の知識、リーダシップをもち、プロジェクトの運営を管理する。,2,2
ROIを説明したものはどれか。,一定期間におけるキャッシュフロー(インフロー、アウトフロー含む)に対して、現在価値でのキャッシュフローの合計値を求めるものである。,一定期間におけるキャッシュフロー(インフロー、アウトフロー含む)に対して、合計値がゼロとなるような、割引率を求めるものである。,投資額に見合うリターンが得られるかどうかを、利益額を分子に、投資額を分母にして算出するものである。,投資による実現効果によって、投資額をどれだけの期間で回収可能かを定量的に算定するものである。,2,2
ソフトウェアやデータに瑕疵(かし)がある場合に、製造物責任法の対象となるものはどれか。,ROM化したソフトウェアを内蔵した組込み機器,アプリケーションソフトウェアパッケージ,利用者がPCにインストールしたOS,利用者によってネットワークからダウンロードされたデータ,0,2
AIにおけるディープラーニングの特徴はどれか。,"""AならばBである""というルールを人間があらかじめ設定して、新しい知識を論理式で表現したルールに基づく推論の結果として、解を求めるものである。",厳密な解でなくてもなるべく正解に近い解を得るようにする方法であり、特定分野に特化せずに、広範囲で汎用的な問題解決ができるようにするものである。,人間の脳神経回路を模倣して、認識などの知能を実現する方法であり、ニューラルネットワークを用いて、人間と同じような認識ができるようにするものである。,判断ルールを作成できる医療診断などの分野に限定されるが、症状から特定の病気に絞り込むといった、確率的に高い判断ができる。,2,2
表探索におけるハッシュ法の特徴はどれか。,2分木を用いる方法の一種である。,格納場所の衝突が発生しない方法である。,キーの関数値によって格納場所を決める。,探索に要する時間は表全体の大きさにほぼ比例する。,2,2
XML文書のDTDに記述するものはどれか。,使用する文字コード,データ,バージョン情報,文書型の定義,3,2
内部割込みに分類されるものはどれか。,商用電源の瞬時停電などの電源異常による割込み,ゼロで除算を実行したことによる割込み,入出力が完了したことによる割込み,メモリパリティエラーが発生したことによる割込み,1,2
キャッシュメモリに関する記述のうち、適切なものはどれか。,キャッシュメモリにヒットしない場合に割込みが生じ、プログラムによって主記憶からキャッシュメモリにデータが転送される。,キャッシュメモリは、実記憶と仮想記憶とのメモリ容量の差を埋めるために採用される。,データ書込み命令を実行したときに、キャッシュメモリと主記憶の両方を書き換える方式と、キャッシュメモリだけを書き換えておき、主記憶の書換えはキャッシュメモリから当該データが追い出されるときに行う方式とがある。,半導体メモリのアクセス速度の向上が著しいので、キャッシュメモリの必要性は減っている。,2,2
SDメモリカードの上位規格の一つであるSDXCの特徴として、適切なものはどれか。,GPS、カメラ、無線LANアダプタなどの周辺機能をハードウェアとしてカードに搭載している。,SDメモリカードの4分の1以下の小型サイズで、最大32Gバイトの容量をもつ。,著作権保護技術としてAACSを採用し、従来のSDメモリカードよりもセキュリティが強化された。,ファイルシステムにexFATを採用し、最大2Tバイトの容量に対応できる。,3,2
フォールトトレラントシステムを実現する上で不可欠なものはどれか。,システム構成に冗長性をもたせ、部品が故障してもその影響を最小限に抑えることで、システム全体には影響を与えずに処理を続けられるようにする。,システムに障害が発生したときの原因究明や復旧のために、システム稼働中のデータベースの変更情報などの履歴を自動的に記録する。,障害が発生した場合、速やかに予備の環境に障害前の状態を復旧できるように、定期的にデータをバックアップする。,操作ミスが発生しにくい容易な操作にするか、操作ミスが発生しても致命的な誤りとならないように設計する。,0,2
システムのスケールアウトに関する記述として、適切なものはどれか。,既存のシステムにサーバを追加導入することによって、システム全体の処理能力を向上させる。,既存のシステムのサーバの一部又は全部を、クラウドサービスなどに再配置することによって、システム運用コストを下げる。,既存のシステムのサーバを、より高性能なものと入れ替えることによって、個々のサーバの処理能力を向上させる。,一つのサーバをあたかも複数のサーバであるかのように見せることによって、システム運用コストを下げる。,0,2
ファイルシステムの絶対パス名を説明したものはどれか。,あるディレクトリから対象ファイルに至る幾つかのパス名のうち、最短のパス名,カレントディレクトリから対象ファイルに至るパス名,ホームディレクトリから対象ファイルに至るパス名,ルートディレクトリから対象ファイルに至るパス名,3,2
コンパイラによる最適化の主な目的はどれか。,プログラムの実行時間を短縮する。,プログラムのデバッグを容易にする。,プログラムの保守性を改善する。,目的プログラムを生成する時間を短縮する。,0,2
ソフトウェアの統合開発環境として提供されているOSSはどれか。,Apache Tomcat,Eclipse,GCC,Linux,1,2
多数のサーバで構成された大規模な分散ファイルシステム機能を提供し、MapReduceによる大規模データの分散処理を実現するOSSはどれか。,Apache Hadoop,Apache Kafka,Apache Spark,Apache Storm,0,2
アクチュエータの説明として、適切なものはどれか。,与えられた目標量と、センサから得られた制御量を比較し、制御量を目標量に一致させるように操作量を出力する。,位置、角度、速度、加速度、力、温度などを検出し、電気的な情報に変換する。,エネルギー発生源からのパワーを、制御信号に基づき、回転、並進などの動きに変換する。,マイクロフォン、センサなどが出力する微小な電気信号を増幅する。,2,2
フラッシュメモリに関する記述として、適切なものはどれか。,高速に書換えができ、CPUのキャッシュメモリに用いられる。,紫外線で全データ一括消去できる。,周期的にデータの再書込みが必要である。,ブロック単位で電気的に内容の消去ができる。,3,2
次のような注文データが入力されたとき、注文日が入力日以前の営業日かどうかを検査するために行うチェックはどれか。,シーケンスチェック,重複チェック,フォーマットチェック,論理チェック,3,2
H.264/MPEG-4 AVCに関する記述はどれか。,インターネットで動画や音声データのストリーミング配信を制御するための通信方式,テレビ会議やテレビ電話で双方向のビデオ配信を制御するための通信方式,テレビの電子番組案内で使用される番組内容のメタデータを記述する方式,ワンセグやインターネットで用いられる動画データの圧縮符号化方式,3,2
AR(Augmented Reality)の説明として、最も適切なものはどれか。,過去に録画された映像を視聴することによって、その時代のその場所にいたかのような感覚が得られる。,実際に目の前にある現実の映像の一部にコンピュータを使って仮想の情報を付加することによって、拡張された現実の環境が体感できる。,人にとって自然な3次元の仮想空間を構成し、自分の動作に合わせて仮想空間も変化することによって、その場所にいるかのような感覚が得られる。,ヘッドマウントディスプレイなどの機器を利用し人の五感に働きかけることによって、実際には存在しない場所や世界を、あたかも現実のように体感できる。,1,2
DBMSが提供する機能のうち、データ機密保護を実現する手段はどれか。,一連の処理を論理的単位としてまとめたトランザクションを管理する。,データに対するユーザのアクセス権限を管理する。,データを更新するときに参照制約をチェックする。,データを更新する前に専有ロックをかける。,1,2
データベースの更新前や更新後の値を書き出して、データベースの更新記録として保存するファイルはどれか。,ダンプファイル,チェックポイントファイル,バックアップファイル,ログファイル,3,2
電子メールのヘッダフィールドのうち、SMTPでメッセージが転送される過程で削除されるものはどれか。,Bcc,Date,Received,X-Mailer,0,2
ドライブバイダウンロード攻撃に該当するものはどれか。,PC内のマルウェアを遠隔操作して、PCのハードディスクドライブを丸ごと暗号化する。,外部ネットワークからファイアウォールの設定の誤りを突いて侵入し、内部ネットワークにあるサーバのシステムドライブにルートキットを仕掛ける。,公開Webサイトにおいて、スクリプトをWebページ中の入力フィールドに入力し、Webサーバがアクセスするデータベース内のデータを不正にダウンロードする。,利用者が公開Webサイトを閲覧したときに、その利用者の意図にかかわらず、PCにマルウェアをダウンロードさせて感染させる。,3,2
攻撃者がシステムに侵入するときにポートスキャンを行う目的はどれか。,後処理の段階において、システムログに攻撃の痕跡が残っていないかどうかを調査する。,権限取得の段階において、権限を奪取できそうなアカウントがあるかどうかを調査する。,事前調査の段階において、攻撃できそうなサービスがあるかどうかを調査する。,不正実行の段階において、攻撃者にとって有益な利用者情報があるかどうかを調査する。,2,2
"JIS Q 27000:2014(情報セキュリティマネジメントシステム－用語)において、""エンティティは、それが主張するとおりのものであるという特性""と定義されているものはどれか。",真正性,信頼性,責任追跡性,否認防止,0,2
SPF(Sender Policy Framework)の仕組みはどれか。,電子メールを受信するサーバが、電子メールに付与されているディジタル署名を使って、送信元ドメインの詐称がないことを確認する。,電子メールを受信するサーバが、電子メールの送信元のドメイン情報と、電子メールを送信したサーバのIPアドレスから、ドメインの詐称がないことを確認する。,電子メールを送信するサーバが、送信する電子メールの送信者の上司からの承認が得られるまで、一時的に電子メールの送信を保留する。,電子メールを送信するサーバが、電子メールの宛先のドメインや送信者のメールアドレスを問わず、全ての電子メールをアーカイブする。,1,2
SQLインジェクション攻撃を防ぐ方法はどれか。,入力中の文字が、データベースへの問合せや操作において、特別な意味をもつ文字として解釈されないようにする。,入力にHTMLタグが含まれていたら、HTMLタグとして解釈されない他の文字列に置き換える。,入力に上位ディレクトリを指定する文字(../)を含むときは受け付けない。,入力の全体の長さが制限を超えているときは受け付けない。,0,2
セキュリティバイデザインの説明はどれか。,開発済みのシステムに対して、第三者の情報セキュリティ専門家が、脆弱性診断を行い、システムの品質及びセキュリティを高めることである。,開発済みのシステムに対して、リスクアセスメントを行い、リスクアセスメント結果に基づいてシステムを改修することである。,システムの運用において、第三者による監査結果を基にシステムを改修することである。,システムの企画・設計段階からセキュリティを確保する方策のことである。,3,2
生体認証システムを導入するときに考慮すべき点として、最も適切なものはどれか。,本人のディジタル証明書を、信頼できる第三者機関に発行してもらう。,本人を誤って拒否する確率と他人を誤って許可する確率の双方を勘案して装置を調整する。,マルウェア定義ファイルの更新が頻繁な製品を利用することによって、本人を誤って拒否する確率の低下を防ぐ。,容易に推測できないような知識量と本人が覚えられる知識量とのバランスが、認証に必要な知識量の設定として重要となる。,1,2
開発プロセスにおいて、ソフトウェア方式設計で行うべき作業はどれか。,顧客に意見を求めて仕様を決定する。,ソフトウェア品目に対する要件を、最上位レベルの構造を表現する方式であって、かつ、ソフトウェアコンポーネントを識別する方式に変換する。,プログラムを、コード化した1行ごとの処理まで明確になるように詳細化する。,要求内容を図表などの形式でまとめ、段階的に詳細化して分析する。,1,2
ブラックボックステストのテストデータの作成方法のうち、最も適切なものはどれか。,稼動中のシステムから実データを無作為に抽出し、テストデータを作成する。,機能仕様から同値クラスや限界値を識別し、テストデータを作成する。,業務で発生するデータの発生頻度を分析し、テストデータを作成する。,プログラムの流れ図を基に、分岐条件に基づいたテストデータを作成する。,1,2
ITサービスマネジメントにおける問題管理で実施する活動のうち、事前予防的な活動はどれか。,インシデントの発生傾向を分析して、将来のインシデントを予防する方策を提案する。,検出して記録した問題を分類して、対応の優先度を設定する。,重大な問題に対する解決策の有効性を評価する。,問題解決後の一定期間、インシデントの再発の有無を監視する。,0,2
サービスデスク組織の構造とその特徴のうち、ローカルサービスデスクのものはどれか。,サービスデスクを1拠点又は少数の場所に集中することによって、サービス要員を効率的に配置したり、大量のコールに対応したりすることができる。,サービスデスクを利用者の近くに配置することによって、言語や文化の異なる利用者への対応、専用要員によるVIP対応などができる。,サービス要員が複数の地域や部門に分散していても、通信技術を利用によって単一のサービスデスクであるかのようにサービスが提供できる。,分散拠点のサービス要員を含めた全員を中央で統括して管理することによって、統制の取れたサービスが提供できる。,1,2
サーバに接続されたディスクのデータのバックアップに関する記述として、最も適切なものはどれか。,一定の期間を過ぎて利用頻度が低くなったデータは、現在のディスクから消去するとともに、バックアップしておいたデータも消去する。,システムの本稼働開始日に全てのデータをバックアップし、それ以降は作業時間を短縮するために、更新頻度が高いデータだけをバックアップする。,重要データは、バックアップの媒体を取り違えないように、同一の媒体に上書きでバックアップする。,複数のファイルに分散して格納されているデータは、それぞれのファイルへの一連の更新処理が終了した時点でバックアップする。,3,2
システム監査人の行為のうち、適切なものはどれか。,調査が不十分な事項について、過去の経験に基づいて監査意見をまとめた。,調査によって発見した問題点について、改善指摘を行った。,調査の過程で発見した問題点について、その都度、改善を命令した。,調査の途中で当初計画していた期限がきたので、監査報告書の作成に移った。,1,2
システム監査実施体制のうち、システム監査人の独立性の観点から避けるべきものはどれか。,監査チームメンバに任命された総務部のAさんが、ほかのメンバと一緒に、総務部の入退室管理の状況を監査する。,監査部のBさんが、個人情報を取り扱う業務を委託している外部企業の個人情報管理状況を監査する。,情報システム部の開発管理者から5年前に監査部に異動したCさんが、マーケティング部におけるインターネットの利用状況を監査する。,法務部のDさんが、監査部からの依頼によって、外部委託契約の妥当性の監査において、監査人に協力する。,0,2
情報セキュリティ監査において、可用性を確認するチェック項目はどれか。,外部記憶媒体の無断持出しが禁止されていること,中断時間を定めたSLAの水準が保たれるように管理されていること,データ入力時のエラーチェックが適切に行われていること,データベースが暗号化されていること,1,2
蓄積されたデータに対してパターン認識機能や機械学習機能を適用することによって、コールセンタにおける顧客応対業務の質的向上が可能となる事例はどれか。,応対マニュアルや顧客の基本情報を電子化したものを、オペレータの要求時に応対用の画面にポップアップ画面として表示する。,顧客の問合せの内容に応じて、関連資料や過去の応対に関する全履歴から、最適な回答をリアルタイムで導き出す。,電話応対中のオペレータが回答に窮したときに、その電話や応対画面をベテランのオペレータや専門要員に転送する。,ベテランのオペレータが講師となり、応対マニュアルを教材にして、新人オペレータに対するロールプレイング研修を繰り返して実施する。,1,2
SOAの説明はどれか。,売上・利益の増加や、顧客満足度の向上のために、営業活動にITを活用して営業の効率と品質を高める概念のこと,経営資源をコアビジネスに集中させるために、社内業務のうちコアビジネス以外の業務を外部に委託すること,コスト、品質、サービス、スピードを革新的に改善させるために、ビジネスプロセスをデザインし直す概念のこと,ソフトウェアの機能をサービスという部品とみなし、そのサービスを組み合わせることでシステムを構築する概念のこと,3,2
企業経営におけるニッチ戦略はどれか。,キャッシュフローの重視,市場の特定化,垂直統合,リードタイムの短縮,1,2
プロダクトライフサイクルにおける成熟期の特徴はどれか。,市場が商品の価値を理解し始める。商品ラインもチャネルも拡大しなければならない。この時期は売上も伸びるが、投資も必要である。,需要が大きくなり、製品の差別化や市場の細分化が明確になってくる。競争者間の競争も激化し、新品種の追加やコストダウンが重要となる。,需要が減ってきて、撤退する企業も出てくる。この時期の強者になれるかどうかを判断し、代替市場への進出なども考える。,需要は部分的で、新規需要開拓が勝負である。特定ターゲットに対する信念に満ちた説得が必要である。,1,2
コストプラス価格決定法を説明したものはどれか。,買い手が認める品質や価格をリサーチし、訴求力のある価格を決定する。,業界の平均水準や競合企業の設定価格を参考に、競争力のある価格を決定する。,製造原価又は仕入原価に一定のマージンを乗せて価格を決定する。,目標販売量を基に、総費用吸収後に一定の利益率を確保できる価格を決定する。,2,2
ナレッジマネジメントを説明したものはどれか。,企業内に散在している知識を共有化し、全体の問題解決力を高める経営を行う。,迅速な意思決定のために、組織の階層をできるだけ少なくしたフラット型の組織構造によって経営を行う。,優れた業績を上げている企業との比較分析から、自社の経営革新を行う。,他社にはまねのできない、企業独自のノウハウや技術などの強みを核とした経営を行う。,0,2
IoT(Internet of Things)の実用例として、適切でないものはどれか。,インターネットにおけるセキュリティの問題を回避する目的で、サーバに接続せず、単独でファイルの管理、演算処理、印刷処理などの作業を行うコンピュータ,大型の機械などにセンサと通信機能を内蔵して、稼働状況、故障箇所、交換が必要な部品などを、製造元がインターネットを介してリアルタイムに把握できるシステム,検針員に代わって、電力会社と通信して電力使用量を送信する電力メータ,自動車同士及び自動車と路側機が通信することによって、自動車の位置情報をリアルタイムに収集して、渋滞情報を配信するシステム,0,2
コンビニエンスストアにおいて、ポイントカードなどの個人情報と結び付けられた顧客ID付きPOSデータを収集・分析することによって確認できるものはどれか。,商品の最終的な使用者,商品の店舗までの流通経路,商品を購入する動機,同一商品の購入頻度,3,2
セル生産方式の利点が生かせる対象はどれか。,生産性を上げるために、大量生産が必要なもの,製品の仕様が長期間変わらないもの,多種類かつフレキシブルな生産が求められるもの,標準化、単純化、専門家による分業が必要なもの,2,2
ロングテールの説明はどれか。,Webコンテンツを構成するテキストや画像などのディジタルコンテンツに、統合的・体系的な管理、配信などの必要な処理を行うこと,インターネットショッピングで、売上の全体に対して、あまり売れない商品群の売上合計が無視できない割合になっていること,自分のWebサイトやブログに企業へのリンクを掲載し、他者がこれらのリンクを経由して商品を購入したときに、企業が紹介料を支払うこと,メーカや卸売業者から商品を直接発送することによって、在庫リスクを負うことなく自分のWebサイトで商品が販売できること,1,2
ABC分析手法の説明はどれか。,地域を格子状の複数の区画に分け、様々なデータ(人口、購買力など)に基づいて、より細かに地域分析をする。,何回も同じパネリスト(回答者)に反復調査する。そのデータで地域の傾向や購入層の変化を把握する。,販売金額、粗利益金額などが高い商品から順番に並べ、その累計比率によって商品を幾つかの階層に分け、高い階層に属する商品の販売量の拡大を図る。,複数の調査データを要因ごとに区分し、集計することによって、関連販売力の分析や同一商品の購入状況などを分析する。,2,2
抜取り検査において、ある不良率のロットがどれだけの確率で合格するかを知ることができるものはどれか。,OC曲線,ゴンペルツ曲線,バスタブ曲線,ロジスティック曲線,0,2
貸借対照表の純資産の部に表示される項目はどれか。,売掛金,資本金,社債,投資有価証券,1,2
A社は、B社と著作物の権利に関する特段の取決めをせず、A社の要求仕様に基づいて、販売管理システムのプログラム作成をB社に委託した。この場合のプログラム著作権の原始的帰属はどれか。,A社とB社が話し合って決定する。,A社とB社の共有となる。,A社に帰属する。,B社に帰属する。,3,2
16進数の小数0.248を10進数の分数で表したものはどれか。,31／32,31／125,31／512,73／512,3,2
AIにおける機械学習の説明として、最も適切なものはどれか。,記憶したデータから特定のパターンを見つけ出すなどの、人が自然に行っている学習能力をコンピュータにもたせるための技術,コンピュータ、機械などを使って、生命現象や進化のプロセスを再現するための技術,特定の分野の専門知識をコンピュータに入力し、入力された知識を用いてコンピュータが推論する技術,人が双方向学習を行うために、Webシステムなどの情報技術を用いて、教材や学習管理能力をコンピュータにもたせるための技術,0,2
出現頻度の異なるA、B、C、D、Eの5文字で構成される通信データを、ハフマン符号化を使って圧縮するために、符号表を作成した。aに入る符号として、適切なものはどれか。,1,10,101,110,3,2
クイックソートの処理方法を説明したものはどれか。,既に整列済みのデータ列の正しい位置に、データを追加する操作を繰り返していく方法である。,データ中の最小値を求め、次にそれを除いた部分の中から最小値を求める。この操作を繰り返していく方法である。,適当な基準値を選び、それより小さな値のグループと大きな値のグループにデータを分割する。同様にして、グループの中で基準値を選び、それぞれのグループを分割する。この操作を繰り返していく方法である。,隣り合ったデータの比較と入替えを繰り返すことによって、小さな値のデータを次第に端のほうに移していく方法である。,2,2
プログラムのコーディング規約に規定する事項のうち、適切なものはどれか。,局所変数は、用途が異なる場合でもデータ型が同じならば、できるだけ同一の変数を使うようにする。,処理性能を向上させるために、ループの制御変数には浮動小数点型変数を使用する。,同様の計算を何度も繰り返すときは、関数の再帰呼出しを用いる。,領域割付け関数を使用するときは、割付けができなかったときの処理を記述する。,3,2
Javaの特徴に関する説明として、適切なものはどれか。,オブジェクト指向言語であり、複数のスーパクラスを指定する多重継承が可能である。,整数や文字は常にクラスとして扱われる。,ポインタ型があるので、メモリ上のアドレスを直接参照できる。,メモリ管理のためのガーベジコレクションの機能がある。,3,2
割込み処理の終了後に割込みによって中断された処理を割り込まれた場所から再開するために、割込み発生時にプロセッサが保存するものはどれか。,インデックスレジスタ,データレジスタ,プログラムカウンタ,命令レジスタ,2,2
USB3.0の説明として、適切なものはどれか。,1クロックで2ビットの情報を伝送する4対の信号線を使用し、最大1Gビット／秒のスループットをもつインタフェースである。,PCと周辺機器とを接続するATA仕様をシリアル化したものである。,音声、映像などに適したアイソクロナス転送を採用しており、ブロードキャスト転送モードをもつシリアルインタフェースである。,スーパースピードと呼ばれる5Gビット／秒のデータ転送モードをもつシリアルインタフェースである。,3,2
Webシステムにおいて、Webサーバとアプリケーション(AP)サーバを異なる物理サーバに配置する場合のメリットとして、適切なものはどれか。,Webサーバにクライアントの実行環境が実装されているので、リクエストのたびにクライアントとAPサーバの間で画面データをやり取りする必要がなく、データ通信量が少なくて済む。,Webブラウザの文字コード体系とAPサーバの文字コード体系の違いをWebサーバが吸収するので、文字化けが発生しない。,データへのアクセスを伴う業務ロジックは、Webサーバのプログラムに配置されているので、業務ロジックの変更に伴って、APサーバのプログラムを変更する必要がない。,負荷が軽い静的コンテンツへのリクエストはWebサーバで処理し、負荷が重い動的コンテンツへのリクエストはAPサーバで処理するように、クライアントからのリクエストの種類に応じて処理を分担できる。,3,2
スプーリング機能の説明として、適切なものはどれか。,あるタスクを実行しているときに、入出力命令の実行によってCPUが遊休(アイドル)状態になると、ほかのタスクにCPUを割り当てる。,実行中のプログラムを一時中断して、制御プログラムに制御を移す。,主記憶装置と低速の入出力装置との間のデータ転送を、補助記憶装置を介して行うことによって、システム全体の処理能力を高める。,多数のバッファからなるバッファプールを用意し、主記憶にあるバッファにアクセスする確率を上げることによって、補助記憶装置のアクセス時間を短縮する。,2,2
スケジューリングに関する記述のうち、ラウンドロビン方式の説明として、適切なものはどれか。,各タスクに、均等にCPU時間を割り当てて実行させる方式である。,各タスクに、ターンアラウンドタイムに比例したCPU時間を割り当てて実行させる方式である。,各タスクの実行イベント発生に応じて、リアルタイムに実行させる方式である。,各タスクを、優先度の高い順に実行させる方式である。,0,2
オブジェクト指向におけるクラスとインスタンスとの関係のうち、適切なものはどれか。,インスタンスはクラスの仕様を定義したものである。,クラスの定義に基づいてインスタンスが生成される。,一つのインスタンスに対して、複数のクラスが対応する。,一つのクラスに対して、インスタンスはただ一つ存在する。,1,2
モジュール間の情報の受渡しがパラメタだけで行われる、結合度が最も弱いモジュール結合はどれか。,共通結合,制御結合,データ結合,内容結合,2,2
"オブジェクト指向における""委譲""に関する説明として、適切なものはどれか。",あるオブジェクトに対して操作を適用したとき、関連するオブジェクトに対してもその操作が自動的に適用される仕組み,あるオブジェクトに対する操作をその内部で他のオブジェクトに依頼する仕組み,下位のクラスが上位のクラスの属性や操作を引き継ぐ仕組み,複数のオブジェクトを部分として用いて、新たな一つのオブジェクトを生成する仕組み,1,2
XP(Extreme Programming)のプラクティスの説明のうち、適切なものはどれか。,顧客は単体テストの仕様に責任をもつ。,コードの結合とテストを継続的に繰り返す。,コードを作成して結合できることを確認した後、テストケースを作成する。,テストを通過したコードは、次のイテレーションまでリファクタリングしない。,1,2
ソフトウェア開発プロジェクトにおいてWBS(Work Breakdown Structure)を使用する目的として、適切なものはどれか。,開発の期間と費用がトレードオフの関係にある場合に、総費用の最適化を図る。,作業の順序関係を明確にして、重点管理すべきクリティカルパスを把握する。,作業の日程を横棒(バー)で表して、作業の開始や終了時点、現時点の進捗を明確にする。,作業を階層的に詳細化して、管理可能な大きさに細分化する。,3,2
キャパシティ管理における将来のコンポーネント、並びにサービスの容量・能力及びパフォーマンスを予想する活動のうち、傾向分析はどれか。,特定の資源の利用状況を時系列に把握して、将来における利用の変化を予測する。,待ち行列理論などの数学的技法を利用して、サービスの応答時間及びスループットを予測する。,模擬的にトランザクションを発生させて、サービスの応答時間及びスループットを予測する。,モデル化の第一段階として、現在達成されているパフォーマンスを正確に反映したモデルを作成する。,0,2
システム障害が発生したときにシステムを初期状態に戻して再開する方法であり、更新前コピー又は更新後コピーの前処理を伴わないシステム開始のことであって、初期プログラムロードとも呼ばれるものはどれか。,ウォームスタート,コールドスタート,ロ－ルバック,ロールフォワード,1,2
外部保管のために専門業者にバックアップ媒体を引き渡す際の安全性について、セキュリティ監査を実施した。その結果として判明した状況のうち、監査人が指摘事項として監査報告書に記載すべきものはどれか。,委託元責任者が、一定期間ごとに、専門業者における媒体保管状況を確認する契約を結んだ上で引き渡している。,委託元責任者が、専門業者との間で、機密保持条項を盛り込んだ業務委託契約を結んだ上で引き渡している。,委託元担当者が、専用の記録簿に、引渡しの都度、日付と内容を記入し、専門業者から受領印をもらっている。,委託元担当者が、バックアップ媒体を段ボール箱に入れ、それを専門業者に引き渡している。,3,2
IT投資評価を、個別プロジェクトの計画、実施、完了に応じて、事前評価、中間評価、事後評価を行う。事前評価について説明したものはどれか。,計画と実績との差異及び原因を詳細に分析し、投資額や効果目標の変更が必要かどうかを判断する。,事前に設定した効果目標の達成状況を評価し、必要に応じて目標を達成するための改善策を検討する。,投資効果の実現時期と評価に必要なデータ収集方法を事前に計画し、その時期に合わせて評価を行う。,投資目的に基づいた効果目標を設定し、実施可否判断に必要な情報を上位マネジメントに提供する。,3,2
BPOを説明したものはどれか。,自社ではサーバを所有せずに、通信事業者などが保有するサーバの処理能力や記憶容量の一部を借りてシステムを運用することである。,自社ではソフトウェアを所有せずに、外部の専門業者が提供するソフトウェアの機能をネットワーク経由で活用することである。,自社の管理部門やコールセンタなど特定部門の業務プロセス全般を、業務システムの運用などと一体として外部の専門業者に委託することである。,自社よりも人件費の安い派遣会社の社員を活用することによって、ソフトウェア開発の費用を低減させることである。,2,2
SOAを説明したものはどれか。,業務体系、データ体系、適用処理体系、技術体系の四つの主要概念から構成され、業務とシステムの最適化を図る。,サービスというコンポーネントからソフトウェアを構築することによって、ビジネス変化に対応しやすくする。,データフローダイアグラムを用い、情報に関するモデルと機能に関するモデルを同時に作成する。,連接、選択、反復の三つの論理構造の組合せで、コンポーネントレベルの設計を行う。,1,2
システム化計画の立案において実施すべき事項はどれか。,画面や帳票などのインタフェースを決定し、設計書に記載するために、要件定義書を基に作業する。,システム構築の組織体制を策定するとき、業務部門、情報システム部門の役割分担を明確にし、費用の検討においては開発、運用及び保守の費用の算出基礎を明確にしておく。,システムの起動・終了、監視、ファイルメンテナンスなどを計画的に行い、業務が円滑に遂行していることを確認する。,システムを業務及び環境に適合するように維持管理を行い、修正依頼が発生した場合は、その内容を分析し、影響を明らかにする。,1,2
企画、要件定義、システム開発、ソフトウェア実装、ハードウェア実装、保守から成る一連のプロセスにおいて、要件定義プロセスで実施すべきものはどれか。,システムに関わり合いをもつ利害関係者の種類を識別し、利害関係者のニーズ、要望及び課せられる制約条件を識別する。,事業の目的、目標を達成するために必要なシステム化の方針、及びシステムを実現するための実施計画を立案する。,目的とするシステムを得るために、システムの機能及び能力を定義し、システム方式設計によってハードウェア、ソフトウェアなどによる実現方式を確立する。,利害関係者の要件を満足するソフトウェア製品又はソフトウェアサービスを得るための、方式設計と適格性の確認を実施する。,0,2
プロダクトライフサイクルにおける成長期の特徴はどれか。,市場が製品の価値を理解し始める。製品ラインもチャネルも拡大しなければならない。この時期は売上も伸びるが、投資も必要である。,需要が大きくなり、製品の差別化や市場の細分化が明確になってくる。競争者間の競争も激化し、新品種の追加やコストダウンが重要となる。,需要が減ってきて、撤退する企業も出てくる。この時期の強者になれるかどうかを判断し、代替市場への進出なども考える。,需要は部分的で、新規需要開拓が勝負である。特定ターゲットに対する信念に満ちた説得が必要である。,0,2
技術は、理想とする技術を目指す過程において、導入期、成長期、成熟期、衰退期、そして次の技術フェーズに移行するという進化の過程をたどる。この技術進化過程を表すものはどれか。,技術のSカーブ,需要曲線,バスタブ曲線,ラーニングカーブ,0,2
IoTの構成要素に関する記述として、適切なものはどれか。,アナログ式の機器を除く、ディジタル式の機器が対象となる。,インターネット又は閉域網に接続できる全てのものが対象となる。,自律的にデータを収集してデータ分析を行う機器だけが対象となる。,人や生物を除く、形のある全てのものが対象となる。,1,2
ICタグ(RFID)の特徴はどれか。,GPSを利用し、現在地の位置情報や属性情報を表示する。,専用の磁気読取り装置に挿入して使用する。,大量の情報を扱うので、情報の記憶には外部記憶装置を使用する。,汚れに強く、記録された情報を梱包の外から読むことができる。,3,2
